July,1,8.14863749,1,1,1,8.297274979,1.1,1.1,1.1
August,1,8.150289017,1,1,1,8.300578035,1.1,1.1,1.1
September,1,8.151940545,1,1,1,8.30388109,1.1,1.1,1.1
October,1,8.153592073,1,1,1,8.307184145,1.1,1.1,1.1
November,1,8.1552436,1,1,1,8.310487201,1.1,1.1,1.1
December,1,8.156895128,1,1,1,8.313790256,1.1,1.1,1.1
2008,1,8.158546656,1,1,1,8.317093311,1.1,1.1,1.1
February,1,8.160198183,1,1,1,8.320396367,1.1,1.1,1.1
March,1,8.161849711,1,1,1,8.323699422,1.1,1.1,1.1
April,1,8.163501239,1,1,1,8.327002477,1.1,1.1,1.1
May,1,8.165152766,1,1,1,8.330305533,1.1,1.1,1.1
June,1,8.166804294,1,1,1,8.333608588,1.1,1.1,1.1
July,1,8.168455822,1,1,1,8.336911643,1.1,1.1,1.1
August,1,8.170107349,1,1,1,8.340214699,1.1,1.1,1.1
September,1,8.171758877,1,1,1,8.343517754,1.1,1.1,1.1
October,1,8.173410405,1,1,1,8.346820809,1.1,1.1,1.1
November,1,8.175061932,1,1,1,8.350123865,1.1,1.1,1.1
December,1,8.17671346,1,1,1,8.35342692,1.1,1.1,1.1
2009,1,8.178364988,1,1,1,8.356729975,1.1,1.1,1.1
February,1,8.180016515,1,1,1,8.360033031,1.1,1.1,1.1
March,1,8.181668043,1,1,1,8.363336086,1.1,1.1,1.1
April,1,8.183319571,1,1,1,8.366639141,1.1,1.1,1.1
May,1,8.184971098,1,1,1,8.369942197,1.1,1.1,1.1
June,1,8.186622626,1,1,1,8.373245252,1.1,1.1,1.1
July,1,8.188274154,1,1,1,8.376548307,1.1,1.1,1.1
August,1,8.189925681,1,1,1,8.379851363,1.1,1.1,1.1
September,1,8.191577209,1,1,1,8.383154418,1.1,1.1,1.1
October,1,8.193228737,1,1,1,8.386457473,1.1,1.1,1.1
November,1,8.194880264,1,1,1,8.389760528,1.1,1.1,1.1
December,1,8.196531792,1,1,1,8.393063584,1.1,1.1,1.1
2010,1,8.19818332,1,1,1,8.396366639,1.1,1.1,1.1
February,1,8.199834847,1,1,1,8.399669694,1.1,1.1,1.1
March,1,8.201486375,1,1,1,8.40297275,1.1,1.1,1.1
April,1,8.203137903,1,1,1,8.406275805,1.1,1.1,1.1
May,1,8.20478943,1,1,1,8.40957886,1.1,1.1,1.1
June,1,8.206440958,1,1,1,8.412881916,1.1,1.1,1.1
July,1,8.208092486,1,1,1,8.416184971,1.1,1.1,1.1
August,1,8.209744013,1,1,1,8.419488026,1.1,1.1,1.1
September,1,8.211395541,1,1,1,8.422791082,1.1,1.1,1.1
October,1,8.213047069,1,1,1,8.426094137,1.1,1.1,1.1
November,1,8.214698596,1,1,1,8.429397192,1.1,1.1,1.1
December,1,8.216350124,1,1,1,8.432700248,1.1,1.1,1.1
2011,1,8.218001652,1,1,1,8.436003303,1.1,1.1,1.1
February,1,8.219653179,1,1,1,8.439306358,1.1,1.1,1.1
March,1,8.221304707,1,1,1,8.442609414,1.1,1.1,1.1
April,1,8.222956235,1,1,1,8.445912469,1.1,1.1,1.1
May,1,8.224607762,1,1,1,8.449215524,1.1,1.1,1.1
June,1,8.22625929,1,1,1,8.45251858,1.1,1.1,1.1
July,1,8.227910818,1,1,1,8.455821635,1.1,1.1,1.1
August,1,8.229562345,1,1,1,8.45912469,1.1,1.1,1.1
September,1,8.231213873,1,1,1,8.462427746,1.1,1.1,1.1
October,1,8.2328654,1,1,1,8.465730801,1.1,1.1,1.1
November,1,8.234516928,1,1,1,8.469033856,1.1,1.1,1.1
December,1,8.236168456,1,1,1,8.472336912,1.1,1.1,1.1
2012,1,8.237819983,1,1,1,8.475639967,1.1,1.1,1.1
February,1,8.239471511,1,1,1,8.478943022,1.1,1.1,1.1
March,1,8.241123039,1,1,1,8.482246078,1.1,1.1,1.1
April,1,8.242774566,1,1,1,8.485549133,1.1,1.1,1.1
May,1,8.244426094,1,1,1,8.488852188,1.1,1.1,1.1
June,1,8.246077622,1,1,1,8.492155244,1.1,1.1,1.1
July,1,8.247729149,1,1,1,8.495458299,1.1,1.1,1.1
August,1,8.249380677,1,1,1,8.498761354,1.1,1.1,1.1
September,1,8.251032205,1,1,1,8.50206441,1.1,1.1,1.1
October,1,8.252683732,1,1,1,8.505367465,1.1,1.1,1.1
November,1,8.25433526,1,1,1,8.50867052,1.1,1.1,1.1
December,1,8.255986788,1,1,1,8.511973576,1.1,1.1,1.1
2013,1,8.257638315,1,1,1,8.515276631,1.1,1.1,1.1
February,1,8.259289843,1,1,1,8.518579686,1.1,1.1,1.1
March,1,8.260941371,1,1,1,8.521882742,1.1,1.1,1.1
April,1,8.262592898,1,1,1,8.525185797,1.1,1.1,1.1
May,1,8.264244426,1,1,1,8.528488852,1.1,1.1,1.1
June,1,8.265895954,1,1,1,8.531791908,1.1,1.1,1.1
July,1,8.267547481,1,1,1,8.535094963,1.1,1.1,1.1
August,1,8.269199009,1,1,1,8.538398018,1.1,1.1,1.1
September,1,8.270850537,1,1,1,8.541701073,1.1,1.1,1.1
October,1,8.272502064,1,1,1,8.545004129,1.1,1.1,1.1
November,1,8.274153592,1,1,1,8.548307184,1.1,1.1,1.1
December,1,8.27580512,1,1,1,8.551610239,1.1,1.1,1.1
2014,1,8.277456647,1,1,1,8.554913295,1.1,1.1,1.1
February,1,8.279108175,1,1,1,8.55821635,1.1,1.1,1.1
March,1,8.280759703,1,1,1,8.561519405,1.1,1.1,1.1
April,1,8.28241123,1,1,1,8.564822461,1.1,1.1,1.1
May,1,8.284062758,1,1,1,8.568125516,1.1,1.1,1.1
June,1,8.285714286,1,1,1,8.571428571,1.1,1.1,1.1
July,1,8.287365813,1,1,1,8.574731627,1.1,1.1,1.1
August,1,8.289017341,1,1,1,8.578034682,1.1,1.1,1.1
September,1,8.290668869,1,1,1,8.581337737,1.1,1.1,1.1
October,1,8.292320396,1,1,1,8.584640793,1.1,1.1,1.1
November,1,8.293971924,1,1,1,8.587943848,1.1,1.1,1.1
December,1,8.295623452,1,1,1,8.591246903,1.1,1.1,1.1
2015,1,8.297274979,1,1,1,8.594549959,1.1,1.1,1.1
February,1,8.298926507,1,1,1,8.597853014,1.1,1.1,1.1
March,1,8.300578035,1,1,1,8.601156069,1.1,1.1,1.1
April,1,8.302229562,1,1,1,8.604459125,1.1,1.1,1.1
May,1,8.30388109,1,1,1,8.60776218,1.1,1.1,1.1
June,1,8.305532618,1,1,1,8.611065235,1.1,1.1,1.1
July,1,8.307184145,1,1,1,8.614368291,1.1,1.1,1.1
August,1,8.308835673,1,1,1,8.617671346,1.1,1.1,1.1
September,1,8.310487201,1,1,1,8.620974401,1.1,1.1,1.1
October,1,8.312138728,1,1,1,8.624277457,1.1,1.1,1.1
November,1,8.313790256,1,1,1,8.627580512,1.1,1.1,1.1
December,1,8.315441784,1,1,1,8.630883567,1.1,1.1,1.1
2016,1,8.317093311,1,1,1,8.634186623,1.1,1.1,1.1
February,1,8.318744839,1,1,1,8.637489678,1.1,1.1,1.1
March,1,8.320396367,1,1,1,8.640792733,1.1,1.1,1.1
April,1,8.322047894,1,1,1,8.644095789,1.1,1.1,1.1
May,1,8.323699422,1,1,1,8.647398844,1.1,1.1,1.1
June,1,8.32535095,1,1,1,8.650701899,1.1,1.1,1.1
July,1,8.327002477,1,1,1,8.654004955,1.1,1.1,1.1
August,1,8.328654005,1,1,1,8.65730801,1.1,1.1,1.1
September,1,8.330305533,1,1,1,8.660611065,1.1,1.1,1.1
October,1,8.33195706,1,1,1,8.663914121,1.1,1.1,1.1
November,1,8.333608588,1,1,1,8.667217176,1.1,1.1,1.1
December,1,8.335260116,1,1,1,8.670520231,1.1,1.1,1.1
2017,1,8.336911643,1,1,1,8.673823287,1.1,1.1,1.1
February,1,8.338563171,1,1,1,8.677126342,1.1,1.1,1.1
March,1,8.340214699,1,1,1,8.680429397,1.1,1.1,1.1
April,1,8.341866226,1,1,1,8.683732453,1.1,1.1,1.1
May,1,8.343517754,1,1,1,8.687035508,1.1,1.1,1.1
June,1,8.345169282,1,1,1,8.690338563,1.1,1.1,1.1
July,1,8.346820809,1,1,1,8.693641618,1.1,1.1,1.1
August,1,8.348472337,1,1,1,8.696944674,1.1,1.1,1.1
September,1,8.350123865,1,1,1,8.700247729,1.1,1.1,1.1
October,1,8.351775392,1,1,1,8.703550784,1.1,1.1,1.1
November,1,8.35342692,1,1,1,8.70685384,1.1,1.1,1.1
December,1,8.355078448,1,1,1,8.710156895,1.1,1.1,1.1
2018,1,8.356729975,1,1,1,8.71345995,1.1,1.1,1.1
February,1,8.358381503,1,1,1,8.716763006,1.1,1.1,1.1
March,1,8.360033031,1,1,1,8.720066061,1.1,1.1,1.1
April,1,8.361684558,1,1,1,8.723369116,1.1,1.1,1.1
May,1,8.363336086,1,1,1,8.726672172,1.1,1.1,1.1
June,1,8.364987614,1,1,1,8.729975227,1.1,1.1,1.1
July,1,8.366639141,1,1,1,8.733278282,1.1,1.1,1.1
August,1,8.368290669,1,1,1,8.736581338,1.1,1.1,1.1
September,1,8.369942197,1,1,1,8.739884393,1.1,1.1,1.1
October,1,8.371593724,1,1,1,8.743187448,1.1,1.1,1.1
November,1,8.373245252,1,1,1,8.746490504,1.1,1.1,1.1
December,1,8.37489678,1,1,1,8.749793559,1.1,1.1,1.1
2019,1,8.376548307,1,1,1,8.753096614,1.1,1.1,1.1
February,1,8.378199835,1,1,1,8.75639967,1.1,1.1,1.1
March,1,8.379851363,1,1,1,8.759702725,1.1,1.1,1.1
April,1,8.38150289,1,1,1,8.76300578,1.1,1.1,1.1
May,1,8.383154418,1,1,1,8.766308836,1.1,1.1,1.1
June,1,8.384805945,1,1,1,8.769611891,1.1,1.1,1.1
July,1,8.386457473,1,1,1,8.772914946,1.1,1.1,1.1
August,1,8.388109001,1,1,1,8.776218002,1.1,1.1,1.1
September,1,8.389760528,1,1,1,8.779521057,1.1,1.1,1.1
October,1,8.391412056,1,1,1,8.782824112,1.1,1.1,1.1
November,1,8.393063584,1,1,1,8.786127168,1.1,1.1,1.1
December,1,8.394715111,1,1,1,8.789430223,1.1,1.1,1.1
2020,1,8.396366639,1,1,1,8.792733278,1.1,1.1,1.1
February,1,8.398018167,1,1,1,8.796036334,1.1,1.1,1.1
March,1,8.399669694,1,1,1,8.799339389,1.1,1.1,1.1
April,1,8.401321222,1,1,1,8.802642444,1.1,1.1,1.1
May,1,8.40297275,1,1,1,8.8059455,1.1,1.1,1.1
June,1,8.404624277,1,1,1,8.809248555,1.1,1.1,1.1
July,1,8.406275805,1,1,1,8.81255161,1.1,1.1,1.1
August,1,8.407927333,1,1,1,8.815854666,1.1,1.1,1.1
September,1,8.40957886,1,1,1,8.819157721,1.1,1.1,1.1
October,1,8.411230388,1,1,1,8.822460776,1.1,1.1,1.1
November,1,8.412881916,1,1,1,8.825763832,1.1,1.1,1.1
December,1,8.414533443,1,1,1,8.829066887,1.1,1.1,1.1
2021,1,8.416184971,1,1,1,8.832369942,1.1,1.1,1.1
February,1,8.417836499,1,1,1,8.835672998,1.1,1.1,1.1
March,1,8.419488026,1,1,1,8.838976053,1.1,1.1,1.1
April,1,8.421139554,1,1,1,8.842279108,1.1,1.1,1.1
May,1,8.422791082,1,1,1,8.845582164,1.1,1.1,1.1
June,1,8.424442609,1,1,1,8.848885219,1.1,1.1,1.1
July,1,8.426094137,1,1,1,8.852188274,1.1,1.1,1.1
August,1,8.427745665,1,1,1,8.855491329,1.1,1.1,1.1
September,1,8.429397192,1,1,1,8.858794385,1.1,1.1,1.1
October,1,8.43104872,1,1,1,8.86209744,1.1,1.1,1.1
November,1,8.432700248,1,1,1,8.865400495,1.1,1.1,1.1
December,1,8.434351775,1,1,1,8.868703551,1.1,1.1,1.1
2022,1,8.436003303,1,1,1,8.872006606,1.1,1.1,1.1
February,1,8.437654831,1,1,1,8.875309661,1.1,1.1,1.1
March,1,8.439306358,1,1,1,8.878612717,1.1,1.1,1.1
April,1,8.440957886,1,1,1,8.881915772,1.1,1.1,1.1
May,1,8.442609414,1,1,1,8.885218827,1.1,1.1,1.1
June,1,8.444260941,1,1,1,8.888521883,1.1,1.1,1.1
July,1,8.445912469,1,1,1,8.891824938,1.1,1.1,1.1
August,1,8.447563997,1,1,1,8.895127993,1.1,1.1,1.1
September,1,8.449215524,1,1,1,8.898431049,1.1,1.1,1.1
October,1,8.450867052,1,1,1,8.901734104,1.1,1.1,1.1
November,1,8.45251858,1,1,1,8.905037159,1.1,1.1,1.1
December,1,8.454170107,1,1,1,8.908340215,1.1,1.1,1.1
2023,1,8.455821635,1,1,1,8.91164327,1.1,1.1,1.1
February,1,8.457473163,1,1,1,8.914946325,1.1,1.1,1.1
March,1,8.45912469,1,1,1,8.918249381,1.1,1.1,1.1
April,1,8.460776218,1,1,1,8.921552436,1.1,1.1,1.1
May,1,8.462427746,1,1,1,8.924855491,1.1,1.1,1.1
June,1,8.464079273,1,1,1,8.928158547,1.1,1.1,1.1
July,1,8.465730801,1,1,1,8.931461602,1.1,1.1,1.1
August,1,8.467382329,1,1,1,8.934764657,1.1,1.1,1.1
September,1,8.469033856,1,1,1,8.938067713,1.1,1.1,1.1
October,1,8.470685384,1,1,1,8.941370768,1.1,1.1,1.1
November,1,8.472336912,1,1,1,8.944673823,1.1,1.1,1.1
December,1,8.473988439,1,1,1,8.947976879,1.1,1.1,1.1
2024,1,8.475639967,1,1,1,8.951279934,1.1,1.1,1.1
February,1,8.477291495,1,1,1,8.954582989,1.1,1.1,1.1
March,1,8.478943022,1,1,1,8.957886045,1.1,1.1,1.1
April,1,8.48059455,1,1,1,8.9611891,1.1,1.1,1.1
May,1,8.482246078,1,1,1,8.964492155,1.1,1.1,1.1
June,1,8.483897605,1,1,1,8.967795211,1.1,1.1,1.1
July,1,8.485549133,1,1,1,8.971098266,1.1,1.1,1.1
August,1,8.487200661,1,1,1,8.974401321,1.1,1.1,1.1
September,1,8.488852188,1,1,1,8.977704377,1.1,1.1,1.1
October,1,8.490503716,1,1,1,8.981007432,1.1,1.1,1.1
November,1,8.492155244,1,1,1,8.984310487,1.1,1.1,1.1
December,1,8.493806771,1,1,1,8.987613543,1.1,1.1,1.1
2025,1,8.495458299,1,1,1,8.990916598,1.1,1.1,1.1
February,1,8.497109827,1,1,1,8.994219653,1.1,1.1,1.1
March,1,8.498761354,1,1,1,8.997522709,1.1,1.1,1.1
April,1,8.500412882,1,1,1,9.000825764,1.1,1.1,1.1
May,1,8.50206441,1,1,1,9.004128819,1.1,1.1,1.1
June,1,8.503715937,1,1,1,9.007431874,1.1,1.1,1.1
July,1,8.505367465,1,1,1,9.01073493,1.1,1.1,1.1
August,1,8.507018993,1,1,1,9.014037985,1.1,1.1,1.1
September,1,8.50867052,1,1,1,9.01734104,1.1,1.1,1.1
October,1,8.510322048,1,1,1,9.020644096,1.1,1.1,1.1
November,1,8.511973576,1,1,1,9.023947151,1.1,1.1,1.1
December,1,8.513625103,1,1,1,9.027250206,1.1,1.1,1.1
2026,1,8.515276631,1,1,1,9.030553262,1.1,1.1,1.1
February,1,8.516928159,1,1,1,9.033856317,1.1,1.1,1.1
March,1,8.518579686,1,1,1,9.037159372,1.1,1.1,1.1
April,1,8.520231214,1,1,1,9.040462428,1.1,1.1,1.1
May,1,8.521882742,1,1,1,9.043765483,1.1,1.1,1.1
June,1,8.523534269,1,1,1,9.047068538,1.1,1.1,1.1
July,1,8.525185797,1,1,1,9.050371594,1.1,1.1,1.1
August,1,8.526837325,1,1,1,9.053674649,1.1,1.1,1.1
September,1,8.528488852,1,1,1,9.056977704,1.1,1.1,1.1
October,1,8.53014038,1,1,1,9.06028076,1.1,1.1,1.1
November,1,8.531791908,1,1,1,9.063583815,1.1,1.1,1.1
December,1,8.533443435,1,1,1,9.06688687,1.1,1.1,1.1
2027,1,8.535094963,1,1,1,9.070189926,1.1,1.1,1.1
February,1,8.536746491,1,1,1,9.073492981,1.1,1.1,1.1
March,1,8.538398018,1,1,1,9.076796036,1.1,1.1,1.1
April,1,8.540049546,1,1,1,9.080099092,1.1,1.1,1.1
May,1,8.541701073,1,1,1,9.083402147,1.1,1.1,1.1
June,1,8.543352601,1,1,1,9.086705202,1.1,1.1,1.1
July,1,8.545004129,1,1,1,9.090008258,1.1,1.1,1.1
August,1,8.546655656,1,1,1,9.093311313,1.1,1.1,1.1
September,1,8.548307184,1,1,1,9.096614368,1.1,1.1,1.1
October,1,8.549958712,1,1,1,9.099917424,1.1,1.1,1.1
November,1,8.551610239,1,1,1,9.103220479,1.1,1.1,1.1
December,1,8.553261767,1,1,1,9.106523534,1.1,1.1,1.1
2028,1,8.554913295,1,1,1,9.10982659,1.1,1.1,1.1
February,1,8.556564822,1,1,1,9.113129645,1.1,1.1,1.1
March,1,8.55821635,1,1,1,9.1164327,1.1,1.1,1.1
April,1,8.559867878,1,1,1,9.119735756,1.1,1.1,1.1
May,1,8.561519405,1,1,1,9.123038811,1.1,1.1,1.1
June,1,8.563170933,1,1,1,9.126341866,1.1,1.1,1.1
July,1,8.564822461,1,1,1,9.129644922,1.1,1.1,1.1
August,1,8.566473988,1,1,1,9.132947977,1.1,1.1,1.1
September,1,8.568125516,1,1,1,9.136251032,1.1,1.1,1.1
October,1,8.569777044,1,1,1,9.139554088,1.1,1.1,1.1
November,1,8.571428571,1,1,1,9.142857143,1.1,1.1,1.1
December,1,8.573080099,1,1,1,9.146160198,1.1,1.1,1.1
2029,1,8.574731627,1,1,1,9.149463254,1.1,1.1,1.1
February,1,8.576383154,1,1,1,9.152766309,1.1,1.1,1.1
March,1,8.578034682,1,1,1,9.156069364,1.1,1.1,1.1
April,1,8.57968621,1,1,1,9.159372419,1.1,1.1,1.1
May,1,8.581337737,1,1,1,9.162675475,1.1,1.1,1.1
June,1,8.582989265,1,1,1,9.16597853,1.1,1.1,1.1
July,1,8.584640793,1,1,1,9.169281585,1.1,1.1,1.1
August,1,8.58629232,1,1,1,9.172584641,1.1,1.1,1.1
September,1,8.587943848,1,1,1,9.175887696,1.1,1.1,1.1
October,1,8.589595376,1,1,1,9.179190751,1.1,1.1,1.1
November,1,8.591246903,1,1,1,9.182493807,1.1,1.1,1.1
December,1,8.592898431,1,1,1,9.185796862,1.1,1.1,1.1
2030,1,8.594549959,1,1,1,9.189099917,1.1,1.1,1.1
February,1,8.596201486,1,1,1,9.192402973,1.1,1.1,1.1
March,1,8.597853014,1,1,1,9.195706028,1.1,1.1,1.1
April,1,8.599504542,1,1,1,9.199009083,1.1,1.1,1.1
May,1,8.601156069,1,1,1,9.202312139,1.1,1.1,1.1
June,1,8.602807597,1,1,1,9.205615194,1.1,1.1,1.1
July,1,8.604459125,1,1,1,9.208918249,1.1,1.1,1.1
August,1,8.606110652,1,1,1,9.212221305,1.1,1.1,1.1
September,1,8.60776218,1,1,1,9.21552436,1.1,1.1,1.1
October,1,8.609413708,1,1,1,9.218827415,1.1,1.1,1.1
November,1,8.611065235,1,1,1,9.222130471,1.1,1.1,1.1
December,1,8.612716763,1,1,1,9.225433526,1.1,1.1,1.1
2031,1,8.614368291,1,1,1,9.228736581,1.1,1.1,1.1
February,1,8.616019818,1,1,1,9.232039637,1.1,1.1,1.1
March,1,8.617671346,1,1,1,9.235342692,1.1,1.1,1.1
April,1,8.619322874,1,1,1,9.238645747,1.1,1.1,1.1
May,1,8.620974401,1,1,1,9.241948803,1.1,1.1,1.1
June,1,8.622625929,1,1,1,9.245251858,1.1,1.1,1.1
July,1,8.624277457,1,1,1,9.248554913,1.1,1.1,1.1
August,1,8.625928984,1,1,1,9.251857969,1.1,1.1,1.1
September,1,8.627580512,1,1,1,9.255161024,1.1,1.1,1.1
October,1,8.62923204,1,1,1,9.258464079,1.1,1.1,1.1
November,1,8.630883567,1,1,1,9.261767135,1.1,1.1,1.1
December,1,8.632535095,1,1,1,9.26507019,1.1,1.1,1.1
2032,1,8.634186623,1,1,1,9.268373245,1.1,1.1,1.1
February,1,8.63583815,1,1,1,9.271676301,1.1,1.1,1.1
March,1,8.637489678,1,1,1,9.274979356,1.1,1.1,1.1
April,1,8.639141206,1,1,1,9.278282411,1.1,1.1,1.1
May,1,8.640792733,1,1,1,9.281585467,1.1,1.1,1.1
June,1,8.642444261,1,1,1,9.284888522,1.1,1.1,1.1
July,1,8.644095789,1,1,1,9.288191577,1.1,1.1,1.1
August,1,8.645747316,1,1,1,9.291494633,1.1,1.1,1.1
September,1,8.647398844,1,1,1,9.294797688,1.1,1.1,1.1
October,1,8.649050372,1,1,1,9.298100743,1.1,1.1,1.1
November,1,8.650701899,1,1,1,9.301403799,1.1,1.1,1.1
December,1,8.652353427,1,1,1,9.304706854,1.1,1.1,1.1
2033,1,8.654004955,1,1,1,9.308009909,1.1,1.1,1.1
February,1,8.655656482,1,1,1,9.311312964,1.1,1.1,1.1
March,1,8.65730801,1,1,1,9.31461602,1.1,1.1,1.1
April,1,8.658959538,1,1,1,9.317919075,1.1,1.1,1.1
May,1,8.660611065,1,1,1,9.32122213,1.1,1.1,1.1
